Station,Year,region,PC1_tmin,PC2_tmin,PC3_tmin
USC00417206,1986,West,-7.7376774667887425,0.0981184431863582,0.37564300420462615
USC00417206,1987,West,-12.848172807425808,1.9656184677888646,0.7022227279040543
USC00417206,1988,West,-14.158708876543855,-1.2615360484106262,0.17470694728011438
USC00417206,1989,West,-13.546992818060374,1.8677777224149779,-1.9934896849820305
USC00417206,1990,West,-8.628423677041546,2.5626040669514296,-1.7605481162079748
USC00417206,1992,West,-7.607227571981419,3.70924885163522,1.920180571225952
USC00417206,1993,West,-12.173058972567762,-1.3297734627724367,-1.531857375452212
USC00417206,1994,West,-9.515335051264874,-3.7728072759587548,0.5442182267462243
USC00417206,1995,West,-12.270678211343142,3.1943851401364505,2.014318545266864
USC00417206,1996,West,-10.30182143639103,-2.335896762216393,0.1535431131060072
USC00417206,1997,West,-11.50808372257774,0.45227778669589114,-1.292891547368317
USC00417206,1998,West,-7.256609308846777,-4.111158819313378,-2.517476283945019
USC00417206,2001,West,-5.423992135942036,-2.5437484511604325,-0.15948309760044665
USC00417206,2002,West,-8.708171142145982,-1.7502905814939922,0.35135542538368725
USC00417206,2003,West,-8.82738044063985,-1.5401915000144157,0.7224631718041401
USC00417206,2004,West,-5.730803761124655,0.3293165918124181,-0.13031141393145163
USC00417206,2005,West,-6.537862826183439,1.480151038738427,-0.9783960735258255
USC00417206,2006,West,-4.044218468143381,0.2291475203120612,-0.8586027259799742
USC00417206,2007,West,-8.429104115406734,0.3335759610635165,-0.3248754419770705
USC00417206,2008,West,-10.075100466276442,-0.5387717059083457,-0.34864311717952745
USC00417206,2009,West,-9.593268836842345,1.8809028304572557,-3.18035737548378
USC00417206,2010,West,-9.105479098099803,-4.354403196118643,-1.4771400364394047
USC00417206,2011,West,-7.287317581591019,-5.928127126736136,-4.137597293095983
USC00417206,2012,West,-3.295453061199538,-0.9473928939445777,-1.814884577423772
USC00417206,2013,West,-10.153703588638955,-1.3783672230861264,-1.886049962630132
USC00417206,2014,West,-11.58915210786608,-5.574327266051181,1.5742605562516694
USC00417206,2015,West,-8.867426578925294,-2.4553497644564857,0.061011462568902886
USC00417206,2016,West,-6.080306461960994,-0.34105016630123686,-1.556905196221436
USC00417206,2017,West,-7.59389035460466,3.066953088222874,0.6657526328349093
USC00417206,2018,West,-10.38015380607063,-3.940632782373193,-1.85839228379767
USC00417206,2019,West,-9.59577381542486,-1.8127184656042523,0.42750261167710946
USC00417206,2020,West,-8.086482116565257,0.6282484368733492,-0.8350964638395695
USC00417206,2021,West,-7.126202270051259,-4.186560976645531,3.3395151577618307
USC00417215,1980,Central,6.534587902512065,-2.3579003200940853,0.5554975733639615
USC00417215,1981,Central,9.005732205552228,-0.3019254600847887,0.26180235735814605
USC00417215,1982,Central,8.770500358300552,-0.8726156808609602,-0.9867831178235456
USC00417215,1983,Central,3.487164466021369,0.5048553578852903,-3.8695539117802547
USC00417215,1984,Central,12.709902575784483,0.27026110276342763,4.792613090159069
USC00417215,1985,Central,6.631636154148417,-0.6717573836280124,-2.463393861038327
USC00417215,1986,Central,13.413146267576217,-4.2452954006968575,3.8510999160107744
USC00417215,1989,Central,4.2629284983019105,3.607517752034777,-4.875117698231097
USC00417215,1990,Central,6.874370779603716,1.6654983584166985,-2.7023547788745184
USC00417215,1991,Central,6.685960952695353,-1.1116800194336243,2.582261014422116
USC00417215,1992,Central,3.231959088891827,3.93855516611368,2.284590305386743
USC00417215,1993,Central,0.09742864318580757,0.5177019386577584,2.672243241678622
USC00417215,1994,Central,4.665969441972116,-1.0042722282590972,2.421760181260044
USC00417215,1995,Central,7.2797137469500015,-1.4139516052291263,5.06094307394493
USC00417215,1996,Central,6.030200570251665,-3.6469752706636527,-0.20008235297292387
USC00417215,1997,Central,6.817913333292019,2.5021990349091006,-1.8828566850742696
USC00417215,1998,Central,6.963373549442714,3.005232072392282,2.536532014186381
USC00417215,1999,Central,4.634946278090567,5.956530248255721,0.4027164893977293
USC00417215,2000,Central,7.062694710634517,7.588099210548933,1.7119504777837768
USC00417215,2001,Central,7.510383826131111,-0.8136867597747965,0.2753378643328155
USC00417215,2002,Central,7.372284712039445,-2.970038101423924,0.33894864964599236
USC00417215,2004,Central,9.542296092290513,1.8149622097613367,-0.6006144716783339
USC00417215,2005,Central,9.694500418298638,3.0181114205096478,-1.6194340472993716
USC00417215,2006,Central,10.860386683780824,-0.7958727474020151,-0.13558693998983884
USC00417215,2007,Central,8.498324359420486,0.50737739644714,-0.522585219318735
USC00417215,2008,Central,6.008766906827923,0.5013952835795656,-0.7270902097357848
USC00417215,2009,Central,8.31546782588812,-0.33546303385239895,-2.4589187724035426
USC00417215,2010,Central,4.860963351159512,-1.7634970556943408,-2.9312405443095493
USC00417215,2012,Central,-4.675036919831008,-0.6176881000283245,4.191944078425784
USC00417215,2013,Central,6.544766817113214,-0.5010081636177404,-0.20580204773239075
USC00417215,2015,Central,11.635193679506934,-1.940568945539269,0.14876770173577114
USC00417215,2016,Central,12.787493983660838,-1.6895904096027472,2.309949633244937
USC00417215,2017,Central,13.861042097998045,5.433522360448123,0.19578983153551377
USC00417232,1980,Central,-5.772656066707192,-1.3888986168250739,1.2027988148863855
USC00417232,1989,Central,-7.751403671238645,4.265762044149813,-3.551152138439573
USC00417232,1990,Central,-3.4752420495594585,3.316865956452691,-0.7953300691283367
USC00417232,1991,Central,-3.216309314558508,-0.1273254009482514,2.984257968474637
USC00417232,1992,Central,-3.7523759229944673,1.5844810884252531,2.99595222534035
USC00417232,1993,Central,-7.216110928452338,-0.24263736700047644,2.276274441997593
USC00417232,1994,Central,-2.4626649870130635,0.4131011791106012,3.6507731176169997
USC00417232,1995,Central,-5.657423704001481,2.2263566056314517,1.7017137353105838
USC00417232,1997,Central,-8.01149224899482,1.8277390961787319,-0.9256816233321565
USC00417232,1998,Central,-3.225952634024136,-0.027037950261501464,1.066097900700246
USC00417232,1999,Central,-6.349238539529868,3.0981634333974135,-1.0141700184187172
USC00417232,2000,Central,-2.6314394810377095,4.3362127907475205,0.16712966803587292
USC00417232,2001,Central,-4.348883172904866,1.937875499471911,1.9366899156629316
USC00417232,2002,Central,-7.690765441648754,-1.218532910668781,1.1797677096882495
USC00417232,2003,Central,-6.94854140998574,3.129282240878986,-1.4401225869021452
USC00417232,2004,Central,-6.194275852300606,2.295910588779563,0.06281639725134625
USC00417232,2005,Central,-6.762806821329647,5.207778546547342,-2.096849211509177
USC00417232,2006,Central,-6.966001740544119,1.1259727759290534,-1.1896028248947168
