Station,Year,region,PC1_prcp,PC2_prcp,PC3_prcp
US1TXNU0021,2011,Gulf Coast,-1353.8467442946555,-103.4310867835009,-392.070468589339
US1TXNU0022,2009,Gulf Coast,-849.3092900359084,-1204.7555027684446,768.9569844491369
US1TXNU0022,2010,Gulf Coast,-1002.0532352590242,-713.1740978510267,1430.5783931488809
US1TXNU0024,2009,Gulf Coast,-823.624678376566,-1220.8277386131058,894.0059194875561
US1TXNU0024,2010,Gulf Coast,-778.2124263557464,-948.272454916477,1662.6989792691265
US1TXNU0024,2011,Gulf Coast,-1251.3697899438887,44.58981269354888,-460.4401103028558
US1TXNU0025,2009,Gulf Coast,-366.54420277082886,-1649.7121596487668,940.7160530736375
US1TXNU0030,2009,Gulf Coast,-936.7937842688841,-987.4876817504045,462.298087746501
US1TXNU0030,2010,Gulf Coast,-867.3067274413913,-931.5210760727962,1515.9745944717993
US1TXNU0031,2009,Gulf Coast,-352.6203119942418,-1693.6681900713756,917.9361631671248
US1TXNU0038,2010,Gulf Coast,-976.7490419692106,-640.2709830311458,1370.7692686398318
US1TXNU0038,2011,Gulf Coast,-1179.7218695069328,-330.3527859316596,-406.2552777108999
US1TXNU0038,2012,Gulf Coast,-925.0955074980336,-159.7261296436613,-391.73999261115625
US1TXNU0038,2013,Gulf Coast,-1008.5380422033736,-435.41375014935943,438.6608115057321
US1TXNU0038,2014,Gulf Coast,-21.699600588376143,-935.2645646175893,394.34098874881556
US1TXNU0038,2015,Gulf Coast,1169.5043630841014,-94.27685430453695,-657.688725623412
US1TXNU0038,2016,Gulf Coast,318.5416878901042,1280.9302565411542,-101.98422043027074
US1TXNU0038,2017,Gulf Coast,-144.21845180719993,611.0792911145317,-18.275733029175854
US1TXNU0038,2018,Gulf Coast,184.64636557250742,-718.3522401664385,1766.128457701131
US1TXNU0038,2019,Gulf Coast,-275.4128344075075,-501.4766645451293,413.91029663173424
US1TXNU0038,2020,Gulf Coast,-255.7954131186184,-32.68618269690272,-398.3487164635533
US1TXNU0038,2021,Gulf Coast,2432.399969888659,-245.68149777378378,-1689.8324737531193
US1TXNU0040,2012,Gulf Coast,-1011.5897677761841,-208.76430923042668,-484.29551086450783
US1TXNU0040,2013,Gulf Coast,-771.7254217423738,-715.5993032800365,1220.3531708423297
US1TXNU0040,2014,Gulf Coast,-691.2381785723494,-1644.5398885688223,997.7075790556843
US1TXNU0040,2015,Gulf Coast,1534.00603067182,-362.42824304932276,-1045.1521455756956
US1TXNU0040,2016,Gulf Coast,273.9907401815012,91.49226035793859,-875.9739129134251
US1TXNU0040,2021,Gulf Coast,-186.39026779702453,-677.4749166039649,-5.332934219170056
US1TXNU0045,2012,Gulf Coast,-1240.7516162946931,-338.30910472456867,34.56092871804958
US1TXNU0045,2013,Gulf Coast,-834.2023747979679,-739.6275932789312,863.0926414237939
US1TXNU0045,2014,Gulf Coast,-382.1351115189648,-1043.898782942489,314.902704108232
US1TXNU0045,2015,Gulf Coast,1991.467468341867,-530.9470564248547,-1392.0409244373234
US1TXNU0045,2016,Gulf Coast,368.17477528383915,320.59789254439056,-1062.1355819439823
US1TXNU0051,2012,Gulf Coast,-807.9483258500518,-505.76141945733343,116.27099319283434
US1TXNU0051,2013,Gulf Coast,-1086.7588053850643,-526.5757781793365,572.5842951537539
US1TXNU0052,2013,Gulf Coast,-701.8360454367798,-635.3710893037461,913.0655401655148
US1TXNU0052,2014,Gulf Coast,-648.2713244099969,-682.4566751762906,124.7102947583221
US1TXNU0052,2015,Gulf Coast,1885.0131177932753,-240.83603815333495,-1733.1380278574125
US1TXNU0052,2016,Gulf Coast,913.4077687425315,548.1259007457853,-1255.903205991522
US1TXNU0052,2017,Gulf Coast,283.9002493681901,179.54805132293475,-731.6290763939483
US1TXNU0052,2018,Gulf Coast,-701.8686429044722,-1772.2851953620193,2402.0536803313034
US1TXNU0052,2019,Gulf Coast,-105.48390192227271,-601.0339828050728,9.346201512094353
US1TXNU0052,2020,Gulf Coast,68.07667508612667,350.6552096174039,-1253.0802699255219
US1TXNU0052,2021,Gulf Coast,909.2513074805584,36.15909367057094,-1156.1072098269005
US1TXNU0053,2020,Gulf Coast,-31.481553718668238,251.11477599261403,-817.6531714731914
US1TXNU0053,2021,Gulf Coast,1207.090319955516,375.33976123279774,-1273.9409528493857
US1TXNU0056,2014,Gulf Coast,-715.6050650787299,-1319.1045446080877,440.66440849254775
US1TXNU0056,2015,Gulf Coast,1933.2695653204537,-79.2070283201867,-1875.874594213204
US1TXNU0057,2014,Gulf Coast,-308.8949810504371,-1092.838579149157,520.9117676484444
US1TXNU0057,2015,Gulf Coast,1940.1407415243584,-399.2690997004563,-1571.7844229490024
US1TXNU0057,2016,Gulf Coast,715.7529714206062,441.8212879627299,-805.573213443389
US1TXNU0061,2015,Gulf Coast,555.8763550682161,124.96284052007914,-2058.448456689772
US1TXNU0061,2016,Gulf Coast,915.351795724067,78.68168809323214,-1006.8271752971478
US1TXNU0061,2017,Gulf Coast,-97.29179641549626,353.93202607673913,-885.5122487014221
US1TXNU0061,2018,Gulf Coast,575.0611951982705,-2275.298253749022,3172.9397072244396
US1TXNU0061,2019,Gulf Coast,-1.2798050776964374,-192.50469255222515,-526.5525299166771
US1TXNU0061,2020,Gulf Coast,-252.75847251000596,357.5987422818573,-1152.142575245217
US1TXNU0061,2021,Gulf Coast,1593.4355742590428,-461.76261912476764,-643.9970397942491
US1TXNU0066,2016,Gulf Coast,618.1828432222192,894.674681748783,-1042.3627500731916
US1TXNU0066,2017,Gulf Coast,-164.94271444849437,148.72398257918732,-733.299935943682
US1TXNU0068,2017,Gulf Coast,-449.1524303610752,581.4989655291297,-561.6557770966501
US1TXNU0068,2018,Gulf Coast,-331.85252296920066,-264.1368757151241,2137.4345074700777
US1TXNU0068,2019,Gulf Coast,-369.18018484141794,-272.6478663118087,72.91369731275302
US1TXNU0068,2020,Gulf Coast,-434.76034789329947,288.53197286014915,-445.4498250413088
US1TXNU0068,2021,Gulf Coast,1161.8929193920485,-1357.3949354786957,-144.60421306036397
US1TXNU0073,2017,Gulf Coast,-340.3144954756856,1238.4488788337462,-30.168016972006626
US1TXNU0075,2017,Gulf Coast,-781.3148507728979,161.36632714651884,-868.0071207654689
US1TXNU0075,2018,Gulf Coast,-149.58773835203283,-1538.1615887553194,2102.0701093222897
